https://visitingjogja.com/8338/pantai-krakal-keindahan-akan-proses-alam/,"Pantai Krakal, Keindahan Akan Proses Alam - Dinas Pariwisata Daerah Istimewa Yogyakarta","Pantai krakal terbentang di ujung dari rangkaian pantai di sisi tenggara Gunungkidul, diantaranya Baron dan Kukup. Tepatnya di desa Ngestirejo, kecamatan Tanjungsari. Letaknya sekitar 38 km dari kota Jogja, dapat ditempuh antara dua sampai tiga jam. Dari Wonosari, ibukota Gunungkidul, hanya berjarak 21 km.",pantai
https://visitingjogja.com/8335/pantai-sadranan-snorkeling-seru-di-pinggir-pantai/,"Pantai Sadranan, Snorkeling Seru di Pinggir Pantai - Dinas Pariwisata Daerah Istimewa Yogyakarta","Pantai sadranan terletak di kecamatan Tepus atau bersebelahan dengan pantai Sundak. Istimewanya, di pantai ini pengunjung tidak hanya di suguhkan dengan panorama alam pantai yang masih bersih dan sejuk. Di sini juga terdapat wahana baru bagi mereka yang tertantang dengan petualangan khas dari pantai ini.",pantai
https://visitingjogja.com/8335/pantai-sadranan-snorkeling-seru-di-pinggir-pantai/,"Pantai Sadranan, Snorkeling Seru di Pinggir Pantai - Dinas Pariwisata Daerah Istimewa Yogyakarta","Pantai sadranan terletak di kecamatan Tepus atau bersebelahan dengan pantai Sundak. Istimewanya, di pantai ini pengunjung tidak hanya di suguhkan dengan panorama alam pantai yang masih bersih dan sejuk. Di sini juga terdapat wahana baru bagi mereka yang tertantang dengan petualangan khas dari pantai ini.",pantai
https://visitingjogja.com/8332/pantai-pok-tunggal/,Pantai Pok Tunggal dengan Ciri Pohon Besarnya yang Kokoh,"Salah satu pantai yang indah dan menjadi wisata baru yaitu Pantai Pok Tunggal, Tepus Gunungkidul. Pemberian nama Pok Tunggal adalah pemberian warga setempat dikarenakan di area pantai ini terdapat sebuah pohon besar yang kini masih kokoh berdiri. Pohon inilah yang menjadi ciri khas dan menjadi keunikan tersendiri.",pantai
https://visitingjogja.com/8326/pantai-sepanjang-keindahan-pasir-putih-yang-menggoda/,"Pantai Sepanjang, Menyuguhkan Keindahan saat Surut",Pantai Sepanjang sesuai dengan namanya memiliki garis pantai yang terpanjang di antara pantai-pantai di daerah Gunungkidul. Hamparan luas pasir putih yang memanjang dari sisi barat ke timur yang di batasi dengan perbukitan batu karang yang kokoh tegak berdiri. Pantai yang segaris dengan Sundak - Kukup - Baron,pantai
https://visitingjogja.com/6987/menikmati-keindahan-alam-pantai-ngobaran-sekaligus-berwisata-sejarah-dan-budaya/,Menikmati Pantai Ngobaran Sekaligus Berwisata Sejarah dan Budaya,"Di pantai yang berada di Desa Kanigoro, Kecamatan Saptosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta, wisata budaya dan sejarah juga bisa pengunjung dapatkan.",pantai
https://www.water-sport-bali.com/10-pantai-terindah-di-bali/,10 Pantai Terindah Di Bali & Terbaik Untuk Dikunjungi,"Ingin tahu daftar 10 pantai terindah di Bali dengan pasir putih bersih, pemandangan sunset, populer dan layak dikunjungi? Lihat disini!",pantai
https://www.water-sport-bali.com/pantai-pandawa/,Pantai Pandawa Bali - Peta Lokasi & Harga Tiket Masuk Terbaru 2020,"Pantai Pandawa Kutuh, pantai pasir putih favorit wisatawan domestik saat liburan di Bali. Cari tahu peta lokasi, harga tiket masuk terbaru.",pantai
https://www.water-sport-bali.com/pantai-pantai-bali/,"Pantai Pantai Bali Terkenal, Peta Lokasi & Harga Tiket Masuk 2020","Anda merencanakan liburan ke Bali, tertarik mengunjungi pantai pantai Bali terkenal? Lihat disini daftarnya! Disertai peta lokasi biaya tiket masuk.",pantai
https://www.water-sport-bali.com/pantai-sanur/,"Pantai Sanur Bali - Daya Tarik, Aktivitas Liburan Seru & Peta Lokasi","Anda ingin liburan ke objek wisata pantai Sanur Bali? Jika iya, cari tahu disini! Harga tiket masuk, daya tarik, lokasi dan aktivitas liburan.",pantai
